58,0000	0,000	0,000	0,000
59,0000	0,001	0,000	0,000
60,0000	0,000	0,000	0,000
61,0000	0,000	0,000	0,000
62,0000	0,000	0,000	0,000
63,0000	0,000	0,000	0,000
64,0000	0,000	0,000	0,000
65,0000	0,000	0,001	0,000
66,0000	0,000	0,000	0,000
67,0000	0,000	0,000	0,001
68,0000	0,000	0,000	0,000
69,0000	0,000	0,000	0,000
70,0000	0,000	0,000	0,000
71,0000	0,000	0,000	0,000
72,0000	0,001	0,000	0,000
73,0000	0,000	0,000	0,000
74,0000	0,000	0,000	0,000
75,0000	0,000	0,000	0,000
76,0000	0,000	0,000	0,000
77,0000	0,000	0,001	0,000
78,0000	0,000	0,000	0,000
79,0000	0,000	0,000	0,001
80,0000	0,000	0,000	0,000
81,0000	0,000	0,000	0,000
82,0000	0,000	0,000	0,000
83,0000	0,000	0,000	0,000
84,0000	0,000	0,000	0,000
85,0000	0,001	0,000	0,000
86,0000	0,000	0,000	0,000
87,0000	0,000	0,000	0,000
88,0000	0,000	0,000	0,000
89,0000	0,000	0,000	0,000
90,0000	0,000	0,001	0,000
91,0000	0,000	0,000	0,000
92,0000	0,000	0,000	0,001
93,0000	0,000	0,000	0,000
94,0000	0,000	0,000	0,000
95,0000	0,000	0,000	0,000
96,0000	0,000	0,000	0,000
97,0000	0,000	0,000	0,000
98,0000	0,001	0,000	0,000
99,0000	0,000	0,000	0,000
100,0000	0,000	0,000	0,000
101,0000	0,000	0,000	0,000
102,0000	0,000	0,000	0,000
103,0000	0,000	0,001	0,000
104,0000	0,000	0,000	0,001
105,0000	0,000	0,000	0,000
106,0000	0,000	0,000	0,000
107,0000	0,000	0,000	0,000
108,0000	0,000	0,000	0,000
109,0000	0,000	0,000	0,000
110,0000	0,000	0,000	0,000
111,0000	0,001	0,000	0,000
112,0000	0,000	0,000	0,000
113,0000	0,000	0,000	0,000
114,0000	0,000	0,000	0,000
115,0000	0,000	0,001	0,000
116,0000	0,000	0,000	0,000
117,0000	0,000	0,000	0,001
118,0000	0,000	0,000	0,000
119,0000	0,000	0,000	0,000
120,0000	0,000	0,000	0,000
121,0000	0,000	0,000	0,000
122,0000	0,000	0,000	0,000
123,0000	0,000	0,000	0,000
124,0000	0,001	0,000	0,000
125,0000	0,000	0,000	0,000
126,0000	0,000	0,000	0,000
127,0000	0,000	0,000	0,000
128,0000	0,000	0,001	0,000
129,0000	0,000	0,000	0,001
130,0000	0,000	0,000	0,000
131,0000	0,000	0,000	0,000
132,0000	0,000	0,000	0,000
133,0000	0,000	0,000	0,000
134,0000	0,000	0,000	0,000
135,0000	0,000	0,000	0,000
136,0000	0,000	0,000	0,000
137,0000	0,001	0,000	0,000
138,0000	0,000	0,000	0,000
139,0000	0,000	0,000	0,000
140,0000	0,000	0,000	0,000
141,0000	0,000	0,001	0,000
142,0000	0,000	0,000	0,001
143,0000	0,000	0,000	0,000
144,0000	0,000	0,000	0,000
145,0000	0,000	0,000	0,000
146,0000	0,000	0,000	0,000
147,0000	0,000	0,000	0,000
148,0000	0,000	0,000	0,000
149,0000	0,000	0,000	0,000
150,0000	0,000	0,000	0,000
151,0000	0,001	0,000	0,000
152,0000	0,000	0,000	0,000
153,0000	0,000	0,001	0,000
154,0000	0,000	0,000	0,000
155,0000	0,000	0,000	0,001
156,0000	0,000	0,000	0,000
157,0000	0,000	0,000	0,000
158,0000	0,000	0,000	0,000
159,0000	0,000	0,000	0,000
160,0000	0,000	0,000	0,000
161,0000	0,000	0,000	0,000
162,0000	0,000	0,000	0,000
163,0000	0,000	0,000	0,000
164,0000	0,001	0,000	0,000
165,0000	0,000	0,000	0,000
166,0000	0,000	0,001	0,000
167,0000	0,000	0,000	0,001
168,0000	0,000	0,000	0,000
169,0000	0,000	0,000	0,000
170,0000	0,000	0,000	0,000
171,0000	0,000	0,000	0,000
172,0000	0,000	0,000	0,000
173,0000	0,000	0,000	0,000
174,0000	0,000	0,000	0,000
175,0000	0,000	0,000	0,000
176,0000	0,000	0,000	0,000
177,0000	0,001	0,000	0,000
178,0000	0,000	0,000	0,000
179,0000	0,000	0,001	0,000
180,0000	0,000	0,000	0,001
181,0000	0,000	0,000	0,000
182,0000	0,000	0,000	0,000
183,0000	0,000	0,000	0,000
184,0000	0,000	0,000	0,000
185,0000	0,000	0,000	0,000
186,0000	0,000	0,000	0,000
187,0000	0,000	0,000	0,000
188,0000	0,000	0,000	0,000
189,0000	0,000	0,000	0,000
190,0000	0,001	0,000	0,000
191,0000	0,000	0,000	0,000
192,0000	0,000	0,001	0,001
193,0000	0,000	0,000	0,000
194,0000	0,000	0,000	0,000
195,0000	0,000	0,000	0,000
196,0000	0,000	0,000	0,000
197,0000	0,000	0,000	0,000
198,0000	0,000	0,000	0,000
199,0000	0,000	0,000	0,000
200,0000	0,000	0,000	0,000
201,0000	0,000	0,000	0,000
202,0000	0,000	0,000	0,000
203,0000	0,001	0,000	0,000
204,0000	0,000	0,001	0,000
205,0000	0,000	0,000	0,001
206,0000	0,000	0,000	0,000
207,0000	0,000	0,000	0,000
208,0000	0,000	0,000	0,000
209,0000	0,000	0,000	0,000
210,0000	0,000	0,000	0,000
211,0000	0,000	0,000	0,000
212,0000	0,000	0,000	0,000
213,0000	0,000	0,000	0,000
214,0000	0,000	0,000	0,000
215,0000	0,000	0,000	0,000
216,0000	0,001	0,000	0,000
217,0000	0,000	0,001	0,001
218,0000	0,000	0,000	0,000
219,0000	0,000	0,000	0,000
220,0000	0,000	0,000	0,000
221,0000	0,000	0,000	0,000
222,0000	0,000	0,000	0,000
223,0000	0,000	0,000	0,000
224,0000	0,000	0,000	0,000
225,0000	0,000	0,000	0,000
226,0000	0,000	0,000	0,000
227,0000	0,000	0,000	0,000
228,0000	0,000	0,000	0,000
229,0000	0,001	0,000	0,000
230,0000	0,000	0,001	0,001
231,0000	0,000	0,000	0,000
232,0000	0,000	0,000	0,000
233,0000	0,000	0,000	0,000
234,0000	0,000	0,000	0,000
235,0000	0,000	0,000	0,000
236,0000	0,000	0,000	0,000
237,0000	0,000	0,000	0,000
238,0000	0,000	0,000	0,000
239,0000	0,000	0,000	0,000
240,0000	0,000	0,000	0,000
241,0000	0,000	0,000	0,000
242,0000	0,001	0,001	0,001
243,0000	0,000	0,000	0,000
244,0000	0,000	0,000	0,000
245,0000	0,000	0,000	0,000
246,0000	0,000	0,000	0,000
247,0000	0,000	0,000	0,000
248,0000	0,000	0,000	0,000
249,0000	0,000	0,000	0,000
250,0000	0,000	0,000	0,000
251,0000	0,000	0,000	0,000
252,0000	0,000	0,000	0,000
253,0000	0,000	0,000	0,000
254,0000	0,000	0,000	0,000
255,0000	0,732	0,732	0,732
